"","DOI_data","title","author.list","authorAffiliation","correspondingAuthor","abstract","keywords.list","fullText"
"34","Genet. Mol. Biol. vol.42 no.1 Ribeirão Preto Jan./Mar. 2019
			 Epub Jan 21, 2019","A re-annotation of the Anopheles darlingi mobilome","A re-annotation of the Anopheles darlingi mobilome","Genomics and Bioinformatics,1Departamento de Bioquímica e Biologia Molecular, Universidade Federal de Santa Maria, Santa Maria, RS, Brazil,2Programa de Pós-Graduação de Genética e Biologia Molecular, Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil,3Department of Molecular Biology and Biochemistry, University of California at Irvine, Irvine, CA, USA,4Laboratório de Bioinformática do Laboratório Nacional de Computação Científica, Petrópolis, RJ, Brazil,,","Received:
				September 19, 2017; Accepted:
				April 19, 2018","The mobilome, portion of the genome composed of transposable elements (TEs), of Anopheles darlingi was described together with the genome of this species. Here, this mobilome was revised using similarity and de novo search approaches. A total of 5.6% of the A. darlingi genome is derived of TEs. Class I gypsy and copia were the most abundant superfamilies, corresponding to 22.36% of the mobilome. Non-LTR elements of the R1 and Jockey superfamilies account for 11% of the TEs. Among Class II TEs, the mariner superfamily is the most abundant (16.01%). Approximately 87% of the A. darlingi mobilome consist of short, truncated and/or degenerated copies of TEs. Only three retrotransposons, two belonging to gypsy and one to copia superfamilies, are putatively active elements. Only one Class II element, belonging to the mariner superfamily, is putatively active, having 12 copies in the genome. The TE landscape of A. darlingi is formed primarily by degenerated elements and, therefore, somewhat stable. Future applications of TE-based vectors for genetic transformation of A. darlingi should take into consideration mariner and piggyBac transposons, because full length and putatively active copies of these elements are present in its genome.","Osvaldo Marinotti3 
			,Keywords: Transposable elements; transposons; mosquitoes; evolvability.","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572019000100125&lang=en"
"35","Genet. Mol. Biol. vol.42 no.1 Ribeirão Preto Jan./Mar. 2019
			 Epub Jan 21, 2019","A re-annotation of the Anopheles darlingi mobilome","A re-annotation of the Anopheles darlingi mobilome","Genomics and Bioinformatics,1Departamento de Bioquímica e Biologia Molecular, Universidade Federal de Santa Maria, Santa Maria, RS, Brazil,2Programa de Pós-Graduação de Genética e Biologia Molecular, Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil,3Department of Molecular Biology and Biochemistry, University of California at Irvine, Irvine, CA, USA,4Laboratório de Bioinformática do Laboratório Nacional de Computação Científica, Petrópolis, RJ, Brazil,,","Send correspondence to Elgion L. S. Loreto. Department of Biochemistry and Molecular Biology, CCNE, Federal University of Santa Maria, Av. Roraima 1000, Camobi, 97105-900 Santa Maria, RS, Brazil. E-mail: elgion@base.ufsm.br.","The mobilome, portion of the genome composed of transposable elements (TEs), of Anopheles darlingi was described together with the genome of this species. Here, this mobilome was revised using similarity and de novo search approaches. A total of 5.6% of the A. darlingi genome is derived of TEs. Class I gypsy and copia were the most abundant superfamilies, corresponding to 22.36% of the mobilome. Non-LTR elements of the R1 and Jockey superfamilies account for 11% of the TEs. Among Class II TEs, the mariner superfamily is the most abundant (16.01%). Approximately 87% of the A. darlingi mobilome consist of short, truncated and/or degenerated copies of TEs. Only three retrotransposons, two belonging to gypsy and one to copia superfamilies, are putatively active elements. Only one Class II element, belonging to the mariner superfamily, is putatively active, having 12 copies in the genome. The TE landscape of A. darlingi is formed primarily by degenerated elements and, therefore, somewhat stable. Future applications of TE-based vectors for genetic transformation of A. darlingi should take into consideration mariner and piggyBac transposons, because full length and putatively active copies of these elements are present in its genome.","Osvaldo Marinotti3 
			,Keywords: Transposable elements; transposons; mosquitoes; evolvability.","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572019000100125&lang=en"
"36","Genet. Mol. Biol. vol.42 no.1 Ribeirão Preto Jan./Mar. 2019
			 Epub Mar 11, 2019","The complete chloroplast genome sequences of three Spondias species reveal close relationship among the species","The complete chloroplast genome sequences of three Spondias species reveal close relationship among the species","Genomics and Bioinformatics,1Laboratório de Recursos Genéticos, Campus Arapiraca, Universidade Federal de Alagoas, Arapiraca, Brazil,,","Received:
				August 25, 2017; Accepted:
				June 17, 2018","This study reports the complete chloroplast sequences of three Spondias species. The genome sequences were obtained for Spondias tuberosa, Spondias bahienses, and Spondias mombin using the Illumina sequencing technology by a combination of de novo methods and a reference-guided assembly using Sapindus mukorossi as reference. The genomes of S. tuberosa, S. bahiensis, and S. mombin had 162,036, 162,218, and 162,302 bp, respectively. The coding regions exhibited 130 genes, including 34–35 tRNAs and 4 rRNAs. The results revealed synteny among the genomes, with high conservation in the gene order and content and CG content. The inverted repeat regions (IRA and IRB) and the large and small single copies were very similar among the three genomes. The phylogenomic analysis reported similar topologies as that of previous studies, which used partial chloroplast, wherein S. mombin was the first diverging lineage, while S. tuberosa and S. bahiensis were derived, indicating that the phylogenetic analysis using partial or complete genome produces similar results. In summary, (1) we presented the first complete chloroplast genome for the genus Spondias, (2) phylogenies analyzed using the complete chloroplast genomes revealed a robust phylogenetic topology for Spondias, and (3) gene order, content, and orientation in Spondias are highly conserved.","Keywords: plastome; evolution; Spondias","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572019000100132&lang=en"
"37","Genet. Mol. Biol. vol.42 no.1 Ribeirão Preto Jan./Mar. 2019
			 Epub Mar 11, 2019","The complete chloroplast genome sequences of three Spondias species reveal close relationship among the species","The complete chloroplast genome sequences of three Spondias species reveal close relationship among the species","Genomics and Bioinformatics,1Laboratório de Recursos Genéticos, Campus Arapiraca, Universidade Federal de Alagoas, Arapiraca, Brazil,,","Send correspondence to Cícero Almeida. Arapiraca Campus, Universidade Federal de Alagoas, Avenida Manoel Severino Barbosa s/n, Rodovia AL 115, km 6,5. Bairro Bom Sucesso, Arapiraca, CEP 57300-970, Alagoas Brazil. E-mail: cicero@arapiraca.ufal.br
				","This study reports the complete chloroplast sequences of three Spondias species. The genome sequences were obtained for Spondias tuberosa, Spondias bahienses, and Spondias mombin using the Illumina sequencing technology by a combination of de novo methods and a reference-guided assembly using Sapindus mukorossi as reference. The genomes of S. tuberosa, S. bahiensis, and S. mombin had 162,036, 162,218, and 162,302 bp, respectively. The coding regions exhibited 130 genes, including 34–35 tRNAs and 4 rRNAs. The results revealed synteny among the genomes, with high conservation in the gene order and content and CG content. The inverted repeat regions (IRA and IRB) and the large and small single copies were very similar among the three genomes. The phylogenomic analysis reported similar topologies as that of previous studies, which used partial chloroplast, wherein S. mombin was the first diverging lineage, while S. tuberosa and S. bahiensis were derived, indicating that the phylogenetic analysis using partial or complete genome produces similar results. In summary, (1) we presented the first complete chloroplast genome for the genus Spondias, (2) phylogenies analyzed using the complete chloroplast genomes revealed a robust phylogenetic topology for Spondias, and (3) gene order, content, and orientation in Spondias are highly conserved.","Keywords: plastome; evolution; Spondias","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572019000100132&lang=en"
"38","Genet. Mol. Biol. vol.42 no.1 Ribeirão Preto Jan./Mar. 2019
			 Epub Jan 31, 2019","Genome sequence of the H2-producing Clostridium beijerinckii strain Br21 isolated from a sugarcane vinasse treatment plant","Genome sequence of the H2-producing Clostridium beijerinckii strain Br21 isolated from a sugarcane vinasse treatment plant","Genomics and Bioinformatics,1Laboratório de Biotecnologia Ambiental e Energias Renováveis (LABIORE), Departamento de Química, Faculdade de Filosofia Ciências e Letras de Ribeirão Preto, Universidade de São Paulo, Ribeirão Preto, SP, Brazil,2Laboratório de Biologia de Sistemas Regulatórios, Departamento de Bioquímica, Instituto de Química, Universidade de São Paulo, São Paulo, SP, Brazil,3Departamento de Biologia, Faculdade de Filosofia Ciências e Letras de Ribeirão Preto, Universidade de São Paulo, Ribeirão Preto, SP, Brazil,,","Received:
				October 31, 2017; Accepted:
				April 12, 2018","We report on the nearly complete genome sequence of Clostridium beijerinckii strain Br21, formerly isolated from a sugarcarne vinasse wastewater treatment plant. The resulting genome is ca. 5.9 Mbp in length and resembles the size of previously published C. beijerinckii genomes. We annotated the genome sequence and predicted a total of 5323 genes. Strain Br21 has a genetic toolkit that allows it to exploit diverse sugars that are often found after lignocellulosic biomass pretreatment to yield products of commercial interest. Besides the whole set of genes encoding for enzymes underlying hydrogen production, the genome of the new strain includes genes that enable carbon sources conversion into butanol, ethanol, acetic acid, butyric acid, and the chemical block 1,3-propanediol, which is used to obtain polymers. Moreover, the genome of strain Br21 has a higher number of ORFs with predicted beta-glucosidase activity as compared to other C. beijerinckii strains described in the KEGG database. These characteristics make C. beijerinckii strain Br21 a remarkable candidate for direct use in biotechnological processes and attest that it is a potential biocatalyst supplier.","María-Eugenia Guazzaroni3 
			,Keywords: Clostridium; biofuels; biohydrogen; beta-glucosidase","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572019000100139&lang=en"
"39","Genet. Mol. Biol. vol.42 no.1 Ribeirão Preto Jan./Mar. 2019
			 Epub Jan 31, 2019","Genome sequence of the H2-producing Clostridium beijerinckii strain Br21 isolated from a sugarcane vinasse treatment plant","Genome sequence of the H2-producing Clostridium beijerinckii strain Br21 isolated from a sugarcane vinasse treatment plant","Genomics and Bioinformatics,1Laboratório de Biotecnologia Ambiental e Energias Renováveis (LABIORE), Departamento de Química, Faculdade de Filosofia Ciências e Letras de Ribeirão Preto, Universidade de São Paulo, Ribeirão Preto, SP, Brazil,2Laboratório de Biologia de Sistemas Regulatórios, Departamento de Bioquímica, Instituto de Química, Universidade de São Paulo, São Paulo, SP, Brazil,3Departamento de Biologia, Faculdade de Filosofia Ciências e Letras de Ribeirão Preto, Universidade de São Paulo, Ribeirão Preto, SP, Brazil,,","Send correspondence to Diego Mauricio Riaño-Pachón. Laboratório de Biologia Computacional, Evolutiva e de Sistemas, Centro de Energia Nuclear na Agricultura, Universidade de São Paulo, Av. Centenário 303, 13416-000, Piracicaba, SP, Brazil. E-mail: diego.riano@cena.usp.br.","We report on the nearly complete genome sequence of Clostridium beijerinckii strain Br21, formerly isolated from a sugarcarne vinasse wastewater treatment plant. The resulting genome is ca. 5.9 Mbp in length and resembles the size of previously published C. beijerinckii genomes. We annotated the genome sequence and predicted a total of 5323 genes. Strain Br21 has a genetic toolkit that allows it to exploit diverse sugars that are often found after lignocellulosic biomass pretreatment to yield products of commercial interest. Besides the whole set of genes encoding for enzymes underlying hydrogen production, the genome of the new strain includes genes that enable carbon sources conversion into butanol, ethanol, acetic acid, butyric acid, and the chemical block 1,3-propanediol, which is used to obtain polymers. Moreover, the genome of strain Br21 has a higher number of ORFs with predicted beta-glucosidase activity as compared to other C. beijerinckii strains described in the KEGG database. These characteristics make C. beijerinckii strain Br21 a remarkable candidate for direct use in biotechnological processes and attest that it is a potential biocatalyst supplier.","María-Eugenia Guazzaroni3 
			,Keywords: Clostridium; biofuels; biohydrogen; beta-glucosidase","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572019000100139&lang=en"
"40","Genet. Mol. Biol. vol.42 no.1 Ribeirão Preto Jan./Mar. 2019
			 Epub Jan 31, 2019","Genome sequence of the H2-producing Clostridium beijerinckii strain Br21 isolated from a sugarcane vinasse treatment plant","Genome sequence of the H2-producing Clostridium beijerinckii strain Br21 isolated from a sugarcane vinasse treatment plant","Genomics and Bioinformatics,1Laboratório de Biotecnologia Ambiental e Energias Renováveis (LABIORE), Departamento de Química, Faculdade de Filosofia Ciências e Letras de Ribeirão Preto, Universidade de São Paulo, Ribeirão Preto, SP, Brazil,2Laboratório de Biologia de Sistemas Regulatórios, Departamento de Bioquímica, Instituto de Química, Universidade de São Paulo, São Paulo, SP, Brazil,3Departamento de Biologia, Faculdade de Filosofia Ciências e Letras de Ribeirão Preto, Universidade de São Paulo, Ribeirão Preto, SP, Brazil,,","* Current address: Laboratório de Biologia Computacional, Evolutiva e de Sistemas, Centro de Energia Nuclear na Agricultura, Universidade de São Paulo, Piracicaba, SP, Brazil","We report on the nearly complete genome sequence of Clostridium beijerinckii strain Br21, formerly isolated from a sugarcarne vinasse wastewater treatment plant. The resulting genome is ca. 5.9 Mbp in length and resembles the size of previously published C. beijerinckii genomes. We annotated the genome sequence and predicted a total of 5323 genes. Strain Br21 has a genetic toolkit that allows it to exploit diverse sugars that are often found after lignocellulosic biomass pretreatment to yield products of commercial interest. Besides the whole set of genes encoding for enzymes underlying hydrogen production, the genome of the new strain includes genes that enable carbon sources conversion into butanol, ethanol, acetic acid, butyric acid, and the chemical block 1,3-propanediol, which is used to obtain polymers. Moreover, the genome of strain Br21 has a higher number of ORFs with predicted beta-glucosidase activity as compared to other C. beijerinckii strains described in the KEGG database. These characteristics make C. beijerinckii strain Br21 a remarkable candidate for direct use in biotechnological processes and attest that it is a potential biocatalyst supplier.","María-Eugenia Guazzaroni3 
			,Keywords: Clostridium; biofuels; biohydrogen; beta-glucosidase","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572019000100139&lang=en"
"41","Genet. Mol. Biol. vol.42 no.1 Ribeirão Preto Jan./Mar. 2019
			 Epub Mar 11, 2019","Draft genome of Thermomonospora sp. CIT 1 (Thermomonosporaceae) and in silico evidence of its functional role in filter cake biomass deconstruction","Draft genome of Thermomonospora sp. CIT 1 (Thermomonosporaceae) and in silico evidence of its functional role in filter cake biomass deconstruction","Genomics and Bioinformatics,1Programa de Pós-Graduação em Microbiologia Agropecuária, Faculdade de Ciências Agrárias e Veterinárias, Universidade Estadual Paulista (UNESP), Jaboticabal, SP, Brazil,2Departamento de Tecnologia, Laboratório de Bioinformática, Faculdade de Ciências Agrárias e Veterinárias, Universidade Estadual Paulista (UNESP), Jaboticabal, SP, Brazil,3Laboratório Multiusuário Centralizado para Sequenciamento de DNA em Larga Escala e Análise de Expressão Gênica (LMSeq), Faculdade de Ciências Agrárias e Veterinárias, Universidade Estadual Paulista (UNESP), Jaboticabal, SP, Brazil,4Departamento de Biologia Aplicada à Agropecuária, Laboratório de Genética Aplicada, Faculdade de Ciências Agrárias e Veterinárias, Universidade Estadual Paulista (UNESP), Jaboticabal, SP, Brazil,,","Received:
				December 14, 2017; Accepted:
				June 10, 2018","The filter cake from sugar cane processing is rich in organic matter and nutrients, which favors the proliferation of microorganisms with potential to deconstruct plant biomass. From the metagenomic data of this material, we assembled a draft genome that was phylogenetically related to Thermomonospora curvata DSM 43183, which shows the functional and ecological importance of this bacterium in the filter cake. Thermomonospora is a gram-positive bacterium that produces cellulases in compost, and it can survive temperatures of 60 ºC. We identified a complete set of biomass depolymerizing enzymes in the draft genome of Thermomonospora sp. CIT 1, such as a-amylase, catalase-peroxidases, ß-mannanase, and arabinanase, demonstrating the potential of this bacterium to deconstruct the components of starch, lignin, and hemicellulose. In addition, the draft genome of Thermomonospora sp. CIT 1 contains 18 genes that do not share identity with five other species of Thermomonospora, suggesting that this bacterium has different genetic characteristics than those present in genomes reported so far for this genus. These findings add a new dimension to the current understanding of the functional profile of this microorganism that inhabits agro-industrial waste, which may boost new gene discoveries and be of importance for application in the production of bioethanol.","Luciano T. Kishi3 
			,Keywords: Actinobacteria; pectin; hemicellulose; crystalline cellulose; orthologous genes","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572019000100145&lang=en"
"42","Genet. Mol. Biol. vol.42 no.1 Ribeirão Preto Jan./Mar. 2019
			 Epub Mar 11, 2019","Draft genome of Thermomonospora sp. CIT 1 (Thermomonosporaceae) and in silico evidence of its functional role in filter cake biomass deconstruction","Draft genome of Thermomonospora sp. CIT 1 (Thermomonosporaceae) and in silico evidence of its functional role in filter cake biomass deconstruction","Genomics and Bioinformatics,1Programa de Pós-Graduação em Microbiologia Agropecuária, Faculdade de Ciências Agrárias e Veterinárias, Universidade Estadual Paulista (UNESP), Jaboticabal, SP, Brazil,2Departamento de Tecnologia, Laboratório de Bioinformática, Faculdade de Ciências Agrárias e Veterinárias, Universidade Estadual Paulista (UNESP), Jaboticabal, SP, Brazil,3Laboratório Multiusuário Centralizado para Sequenciamento de DNA em Larga Escala e Análise de Expressão Gênica (LMSeq), Faculdade de Ciências Agrárias e Veterinárias, Universidade Estadual Paulista (UNESP), Jaboticabal, SP, Brazil,4Departamento de Biologia Aplicada à Agropecuária, Laboratório de Genética Aplicada, Faculdade de Ciências Agrárias e Veterinárias, Universidade Estadual Paulista (UNESP), Jaboticabal, SP, Brazil,,","Send correspondence to Jackson A. M. de Souza. Department of Biology Applied to Agricultural and Livestock, School of Agricultural and Veterinary Sciences, São Paulo State University (UNESP), Via de Acesso Prof. Paulo Donato Castellane Km 05, 14884-900, Jaboticabal, SP, Brazil. E-mail: jackson@fcav.unesp.br.","The filter cake from sugar cane processing is rich in organic matter and nutrients, which favors the proliferation of microorganisms with potential to deconstruct plant biomass. From the metagenomic data of this material, we assembled a draft genome that was phylogenetically related to Thermomonospora curvata DSM 43183, which shows the functional and ecological importance of this bacterium in the filter cake. Thermomonospora is a gram-positive bacterium that produces cellulases in compost, and it can survive temperatures of 60 ºC. We identified a complete set of biomass depolymerizing enzymes in the draft genome of Thermomonospora sp. CIT 1, such as a-amylase, catalase-peroxidases, ß-mannanase, and arabinanase, demonstrating the potential of this bacterium to deconstruct the components of starch, lignin, and hemicellulose. In addition, the draft genome of Thermomonospora sp. CIT 1 contains 18 genes that do not share identity with five other species of Thermomonospora, suggesting that this bacterium has different genetic characteristics than those present in genomes reported so far for this genus. These findings add a new dimension to the current understanding of the functional profile of this microorganism that inhabits agro-industrial waste, which may boost new gene discoveries and be of importance for application in the production of bioethanol.","Luciano T. Kishi3 
			,Keywords: Actinobacteria; pectin; hemicellulose; crystalline cellulose; orthologous genes","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572019000100145&lang=en"
"43","Genet. Mol. Biol. vol.42 no.1 supl.1 Ribeirão Preto  2019
			 Epub 10-Jun-2019","Information and Diagnosis Networks – tools to improve diagnosis and treatment for patients with rare genetic diseases","Information and Diagnosis Networks – tools to improve diagnosis and treatment for patients with rare genetic diseases","Articles,1Medical Genetics Service, Hospital de Clinicas de Porto Alegre, Porto Alegre, RS, Brazil,2Research and Postgraduate Group - Hospital de Clinicas de Porto Alegre, Porto Alegre, RS, Brazil,3Department of Genetics – Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil,4Department of Internal Medicine - Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil,,","Received:
				August 01, 2018; Accepted:
				December 12, 2018","Brazil is a country of continental dimensions and most genetic services are concentrated in the Southeast and South, including the Medical Genetics Service of the Hospital de Clínicas de Porto Alegre (MGS/HCPA). As many areas on the country do not have adequate medical genetics support, networks were designed to extend the service of the MGS/HCPA reference center. This paper presents the information and diagnosis networks that have their headquarters at MGS/HCPA: SIAT (National Information System on Teratogenic Agents), SIEM (Information Service on Inborn Errors of Metabolism), Alô Genética (Hello Genetics - Medical Genetics Information Service for Primary Health Care Professionals); Rede MPS Brasil (MPS-Mucopolysaccharidosis Brazil Network); Rede EIM Brasil (IEM-Inborn Errors of Metabolism Brazil Network), Rede NPC Brasil (Niemann-Pick C - NPC Brazil Network), Rede DLD Brasil (LSD-Lysosomal Storage Disorders Brazil Network), Rede DXB (MSUD-Maple Syrup Urine Disease Network), RedeBRIM (Brazilian Network of Reference and Information in Microdeletion Syndromes Project), Rede Neurogenética (Neurogenetics Network), and Rede Brasileira de Câncer Hereditário (Brazilian Hereditary Cancer Network). These tools are very useful to provide access to a qualified information and/or diagnostic service for specialized and non-specialized health services, bypassing difficulties that preclude patients to access reference centers.","Carolina Fischinger Moura de Souza1 
			,Keywords: Information services; Medical Genetics; diagnostic networks; rare diseases; reference centers","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572019000200155&lang=pt"
"44","Genet. Mol. Biol. vol.42 no.1 supl.1 Ribeirão Preto  2019
			 Epub 10-Jun-2019","Information and Diagnosis Networks – tools to improve diagnosis and treatment for patients with rare genetic diseases","Information and Diagnosis Networks – tools to improve diagnosis and treatment for patients with rare genetic diseases","Articles,1Medical Genetics Service, Hospital de Clinicas de Porto Alegre, Porto Alegre, RS, Brazil,2Research and Postgraduate Group - Hospital de Clinicas de Porto Alegre, Porto Alegre, RS, Brazil,3Department of Genetics – Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil,4Department of Internal Medicine - Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil,,","Send correspondence to Taiane Alves Vieira. Medical Genetics Service, Hospital de Clínicas de Porto Alegre, Rua Ramiro Barcelos 2350, 90035-903 Porto Alegre, RS, Brazil. E-mail: tavieira@hcpa.edu.br.","Brazil is a country of continental dimensions and most genetic services are concentrated in the Southeast and South, including the Medical Genetics Service of the Hospital de Clínicas de Porto Alegre (MGS/HCPA). As many areas on the country do not have adequate medical genetics support, networks were designed to extend the service of the MGS/HCPA reference center. This paper presents the information and diagnosis networks that have their headquarters at MGS/HCPA: SIAT (National Information System on Teratogenic Agents), SIEM (Information Service on Inborn Errors of Metabolism), Alô Genética (Hello Genetics - Medical Genetics Information Service for Primary Health Care Professionals); Rede MPS Brasil (MPS-Mucopolysaccharidosis Brazil Network); Rede EIM Brasil (IEM-Inborn Errors of Metabolism Brazil Network), Rede NPC Brasil (Niemann-Pick C - NPC Brazil Network), Rede DLD Brasil (LSD-Lysosomal Storage Disorders Brazil Network), Rede DXB (MSUD-Maple Syrup Urine Disease Network), RedeBRIM (Brazilian Network of Reference and Information in Microdeletion Syndromes Project), Rede Neurogenética (Neurogenetics Network), and Rede Brasileira de Câncer Hereditário (Brazilian Hereditary Cancer Network). These tools are very useful to provide access to a qualified information and/or diagnostic service for specialized and non-specialized health services, bypassing difficulties that preclude patients to access reference centers.","Carolina Fischinger Moura de Souza1 
			,Keywords: Information services; Medical Genetics; diagnostic networks; rare diseases; reference centers","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572019000200155&lang=pt"
"45","Genet. Mol. Biol. vol.42 no.1 supl.1 Ribeirão Preto  2019
			 Epub 25-Abr-2019","Lysosomal diseases: Overview on current diagnosis and treatment","Lysosomal diseases: Overview on current diagnosis and treatment","Articles,1Medical Genetics Service, Hospital de Clínicas de Porto Alegre, Porto Alegre, RS, Brazil,2Department of Genetics, Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil,3Postgraduate Program in Genetics and Molecular Biology, Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil,4Center for Individualized Medicine, Mayo Clinic, Rochester, MN, USA,5Department of Clinical Genomics, Mayo Clinic, Rochester, MN, USA,6Postgraduate Program in Physiology, Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil,7Department of Physiology and Pharmacology, Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil,,","Received:
				June 15, 2018; Accepted:
				October 30, 2018","Lysosomal diseases (LDs), also known as lysosomal storage diseases (LSDs), are a heterogeneous group of conditions caused by defects in lysosomal function. LDs may result from deficiency of lysosomal hydrolases, membrane-associated transporters or other non-enzymatic proteins. Interest in the LD field is growing each year, as more conditions are, or will soon be treatable. In this article, we review the diagnosis of LDs, from clinical suspicion and screening tests to the identification of enzyme or protein deficiencies and molecular genetic diagnosis. We also cover the treatment approaches that are currently available or in development, including hematopoietic stem cell transplantation, enzyme replacement therapy, small molecules, and gene therapy.","Maira Burin1 
			,Keywords: Lysosomal storage diseases; neonatal screening; hematopoietic stem cell transplantation; enzyme replacement therapy; gene therapy","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572019000200165&lang=pt"
"46","Genet. Mol. Biol. vol.42 no.1 supl.1 Ribeirão Preto  2019
			 Epub 25-Abr-2019","Lysosomal diseases: Overview on current diagnosis and treatment","Lysosomal diseases: Overview on current diagnosis and treatment","Articles,1Medical Genetics Service, Hospital de Clínicas de Porto Alegre, Porto Alegre, RS, Brazil,2Department of Genetics, Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil,3Postgraduate Program in Genetics and Molecular Biology, Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil,4Center for Individualized Medicine, Mayo Clinic, Rochester, MN, USA,5Department of Clinical Genomics, Mayo Clinic, Rochester, MN, USA,6Postgraduate Program in Physiology, Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil,7Department of Physiology and Pharmacology, Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil,,","Send correspondence to Filippo Vairo. Center for Individualized Medicine and Department of Clinical Genomics, Mayo Clinic, Rochester, MN, USA. 200 First Street SW, 55905 Rochester, MN, USA. E-mail: vairo.filippo@mayo.edu
				","Lysosomal diseases (LDs), also known as lysosomal storage diseases (LSDs), are a heterogeneous group of conditions caused by defects in lysosomal function. LDs may result from deficiency of lysosomal hydrolases, membrane-associated transporters or other non-enzymatic proteins. Interest in the LD field is growing each year, as more conditions are, or will soon be treatable. In this article, we review the diagnosis of LDs, from clinical suspicion and screening tests to the identification of enzyme or protein deficiencies and molecular genetic diagnosis. We also cover the treatment approaches that are currently available or in development, including hematopoietic stem cell transplantation, enzyme replacement therapy, small molecules, and gene therapy.","Maira Burin1 
			,Keywords: Lysosomal storage diseases; neonatal screening; hematopoietic stem cell transplantation; enzyme replacement therapy; gene therapy","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572019000200165&lang=pt"
"47","Genet. Mol. Biol. vol.42 no.1 supl.1 Ribeirão Preto  2019
			 Epub 25-Abr-2019","Lysosomal diseases: Overview on current diagnosis and treatment","Lysosomal diseases: Overview on current diagnosis and treatment","Articles,1Medical Genetics Service, Hospital de Clínicas de Porto Alegre, Porto Alegre, RS, Brazil,2Department of Genetics, Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil,3Postgraduate Program in Genetics and Molecular Biology, Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil,4Center for Individualized Medicine, Mayo Clinic, Rochester, MN, USA,5Department of Clinical Genomics, Mayo Clinic, Rochester, MN, USA,6Postgraduate Program in Physiology, Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil,7Department of Physiology and Pharmacology, Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil,,","*These authors contributed equally to this work.","Lysosomal diseases (LDs), also known as lysosomal storage diseases (LSDs), are a heterogeneous group of conditions caused by defects in lysosomal function. LDs may result from deficiency of lysosomal hydrolases, membrane-associated transporters or other non-enzymatic proteins. Interest in the LD field is growing each year, as more conditions are, or will soon be treatable. In this article, we review the diagnosis of LDs, from clinical suspicion and screening tests to the identification of enzyme or protein deficiencies and molecular genetic diagnosis. We also cover the treatment approaches that are currently available or in development, including hematopoietic stem cell transplantation, enzyme replacement therapy, small molecules, and gene therapy.","Maira Burin1 
			,Keywords: Lysosomal storage diseases; neonatal screening; hematopoietic stem cell transplantation; enzyme replacement therapy; gene therapy","http://www.scielo.brhttp://www.scielo.br/scieloOrg/php/articleXML.php?pid=S1415-47572019000200165&lang=pt"
